Ano,Mês,LOCAL,INSCRIÇÃO,HIDROMETRO,LEITURA ANTERIOR,LEITURA ATUAL, m3,R$
2020,agosto,CASA DE ESTUDANTE – PLANALTINA VNSF CJ C2 LT17,690953,A09X219511,,,0,"R$ 0,00"
2020,agosto,Centro de Convivencia Darcy Ribeiro UNB AE CENTRO de CONVIVENCIA DARCY RIBEIRO,7911297,Y15S761021,,,45,"R$ 1095,58"
2020,agosto,Centro de Convivencia Darcy Ribeiro UNB AE CENTRO de CONVIVENCIA DARCY RIBEIRO,7923252,Y17N380280,,,3,"R$ 39,42"
2020,agosto,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 48,198171,A03N543148,,,0,"R$ 0,00"
2020,agosto,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 52,198196,A05S051260,,,0,"R$ 0,00"
2020,agosto,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 54,198201,A06S772595,,,0,"R$ 0,00"
2020,agosto,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 58,198218,A03N647689,,,0,"R$ 0,00"
2020,agosto,Editora da UnB SCLN 406 BL A SS 46,7192631,Y13K005652,,,2,"R$ 66,56"
2020,agosto,ENG. FL,8159831,Y18N012100,,,100,"R$ 2742,28"
2020,agosto,FACULD. DE DIREITO CIÊNC. POL DIR. 1,4788095,E03N001214 A09S359273,,,145,"R$ 4089,58"
2020,agosto,FACULDADE DE EDUCAÇÃO UNB FE 5 LIG 1,4758421,E06N001348 B11S003924,,,0,"R$ 42,00"
2020,agosto,FACULDADE DE TECNOLOGIA FTD LIG 1,4758511,H78T000015 G08SV00647 B14B912820,,,577,"R$ 17023,66"
2020,agosto,FUB -SCEN TR ESTAÇÃO  EXP. BIOLOGIA,85421,E03N000897 E08S006489,,,583,"R$ 17203,30"
2020,agosto,FUB. BRASÍLIA CNN 01 BL E SALAS CEILÂNDIA,2096005,A04N457307,,,7,"R$ 137,20"
2020,agosto,FUB-BRASÍLIA VNSF CJ B2 AREA UNIV. 1 UNI. PLANALTINA,3736563,C01N000109 A08F448479,,,73,"R$ 1933,90"
2020,agosto,Fundação Universidade de BRASÍLIA ao lado do CEFTRU,5778981,Y08B986351,,,93,"R$ 2532,70"
2020,agosto,Fundação Universidade de BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,,,27,"R$ 621,40"
2020,agosto,GARAGEM  DA UNB,4859677,C01N000495 A09S359585,,,24,"R$ 546,52"
2020,agosto,GRAFICA PAPELARIA LTDA SIGA Q 06 LT 1440 GAMA,562211,A7X055167,,,0,"R$ 0,00"
2020,agosto,Hospital Veterinário G. Torto,13698-1,RV1WJB390106,,,140,"R$ 1969,94"
2020,agosto,INST. DE QUÍMICA UNB,4973534,C06N002634 D11X000428,,,123,"R$ 3430,90"
2020,agosto,Instituto de Arte IDA SCLN 406 BL A LJ 32,198137,A05S117901,,,0,"R$ 0,00"
2020,agosto,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,,,262,"R$ 7592,56"
2020,agosto,LAB FAC TEC,7991053,Y1BN047510,,,30,"R$ 696,28"
2020,agosto,OFICINA MAQUETE P INSTITUTO DE  ARTE UNB,4803388,A06A04134 A09S359100,,,0,"R$ 42,00"
2020,agosto,PAVILHÃO MULTIUSO UNB MULTIUSO 01,4790103,D11X000394,,,590,"R$ 17412,88"
2020,agosto,Prédio do CPD,6190588,Y11X037170,,,18,"R$ 396,76"
2020,agosto,PREFEITURA DA UNB LIGAÇÃO 02,4803426,E03N000289 D09X000876,,,559,"R$ 16484,74"
2020,agosto,SANEAGO UNB CERRADO,7002971,Y11F518077,,,1,"R$ 18,30"
2020,agosto,TERMOBIOLOGIA - UNB,4973501,A03N643055,,,41,"R$ 975,82"
2020,agosto,ULEG/FS,7737882,Y18N012100,,,11,"R$ 222,04"
2020,agosto,UNB  ARQUITETURA DANÇA SG 10-1 CEPLAN,4762401,E03N000308 A09S360349,,,21,"R$ 471,64"
2020,agosto,UNB – CDT,4973542,C06N002635 A11C051686,,,16,"R$ 346,84"
2020,agosto,UNB – CIC,6708481,A09X278361,,,59,"R$ 1514,74"
2020,agosto,UNB – EST,6712967,A09X273736,,,44,"R$ 1065,64"
2020,agosto,UNB - PAVILHÃO JOÃO CALMON 01,4788117,E04N000180 D09X000880,,,35,"R$ 821,08"
2020,agosto,UNB - REITORIA LIGAÇÃO 01,4803477,E03N001158 D09X000877,,,259,"R$ 7502,74"
2020,agosto,UnB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966 A08S428500,,,36,"R$ 846,04"
2020,agosto,UNB CASA DO ESTUDANTE – CEU BLOCO A,4813261,E08S007125,,,324,"R$ 2668,32"
2020,agosto,UNB CASA DO ESTUDANTE – CEU BLOCO B LIG 4,4813278,D10S000853,,,0,"R$ 42,00"
2020,agosto,UNB CECEL COMP DE EDUCAÇÃO CULT E LAZER UNB SLE LT 01 PROJ A FGA GAMA,6548393,B10S029685,,,1436,"R$ 21371,06"
2020,agosto,UnB Ceilândia (ESCOLA) QNN 26,6530923,D11X000476 G11CA00013,,,851,"R$ 25227,22"
2020,agosto,UNB CENT DE EXCELENCIA EM TURISMO LIG 01,4790197,A14B950550,,,517,"R$ 15227,26"
2020,agosto,UnB CENTRO COMUNITÁRIO CCAB - 01,4789954,C03N000425 A09S359912,,,177,"R$ 5047,66"
2020,agosto,UNB CENTRO DE CONVIVÊNCIA NEGRA,4803396,A06A040132,,,10,"R$ 197,08"
2020,agosto,UNB CENTRO FORMAÇÃO REC.,4788061,E04N000017 A09S359215,,,108,"R$ 2981,80"
2020,agosto,UnB CENTRO OLÍMPICO LIG - 1,4813243,E03N000826 D10X001502,,,263,"R$ 7622,50"
2020,agosto,UNB COMPLEXO DAS ARTES,4790022,E02N000825 B08S032460,,,153,"R$ 4329,10"
2020,agosto,UNB CRAD PROX GEOCRONOLO,5646405,Y08B988039,,,0,"R$ 42,00"
2020,agosto,UNB DEPARTAMENTO DE MÚSICA SG-2 HID.01,4762436,E04N000167,,,4,"R$ 91,12"
2020,agosto,UNB DEPARTAMENTO DE MÚSICA SG-4   1,4789962,E03N000296,,,14,"R$ 296,92"
2020,agosto,UNB ENGENHARIA ELETRICA SG 11 LIG 2,4758447,"E02N000752, A11C051891, A125419710",,,15,"R$ 321,88"
2020,agosto,UNB ENTR FACUL MED/BIO (BSA SUL),6366988,E11S001243,,,55,"R$ 1394,98"
2020,agosto,UnB FACE,6682481,A11C050322,,,0,"R$ 42,00"
2020,agosto,UNB FACULDADE DE EDUCAÇÃO FE 1 LIG 2,4758382,E78T000568 B10S012067,,,82,"R$ 2203,36"
2020,agosto,UNB FACULDADE DE EDUCAÇÃO FE 3 LIG 2,4758404,E78T000003 B10S011900,,,40,"R$ 945,88"
2020,agosto,UnB FACULDADE DE EDUCAÇÃO FÍSICA,4813383,E03N000850 B08S032470,,,1019,"R$ 30257,14"
2020,agosto,UNB FACULDADE DE MEDICINA CIÊNCIAS  SAÚDE,4789873,B08SO32431 E11S001514,,,521,"R$ 15347,02"
2020,agosto,UNB GEOGRONOLOGIA,4973518,A03N236107 A09S360232,,,15,"R$ 321,88"
2020,agosto,UNB INST DE CIENCIAS SOCIAIS,6699502,A10X058681 trocado por A11S174974,,,203,"R$ 5826,10"
2020,agosto,UNB INST.CENTRAL DE CIÊNCIAS ICC-I,85278,H90T000007 J06XV00087,,,9395,"R$ 281034,58"
2020,agosto,UNB INSTITUTO DE ARTES 1,4789989,E04000153 B08S032469,,,22,"R$ 496,60"
2020,agosto,UNB LAB. ANEXO FARMA,4973526,AO3N647497 A08F447322,,,2,"R$ 66,56"
2020,agosto,UNB LAB. ENG. CIVIL SG 12 - 1,4762381,E03N001175 B08S032461,,,56,"R$ 1424,92"
2020,agosto,UNB LAB. ENG. MECÂNICA SG 9 LIG 2,4758463,E81L000311 B10S011813,,,39,"R$ 920,92"
2020,agosto,UNB MULTIUSO II LIGAÇÃO 01,4790171,E04N000191 B10S011760,,,0,"R$ 42,00"
2020,agosto,UNB NUCLEO DE MEDICINA TROPICAL 01,4790219,E04N000065 A09S360348,,,71,"R$ 1874,02"
2020,agosto,UNB OCA 01 PIJ OCA 01,4790154,A03N001198 A11C051683,,,36,"R$ 846,04"
2020,agosto,UNB PANCP HOSP VETERINÁRIO BIOT.  01,4767861,E02N001959 D09X000879,,,156,"R$ 4418,92"
2020,agosto,UNB PAVILHÃO ANÍSIO TEIXEIRA,4789881,E03N001240 D10S000742,,,135,"R$ 3790,18"
2020,agosto,UNB POSTO DA PM - PMDF,4803434,A06A040136 A07F654416,,,86,"R$ 2323,12"
2020,agosto,UNB- SGP,4803451,A06A040130,,,41,"R$ 975,82"
2020,agosto,UNB SISMOLÓGICO 02 SIS LIGAÇÃO 2,4758481,E81L000157 B11S003913,,,0,"R$ 42,00"
2020,agosto,UNB T 6111 AUDITÓRIO DE MÚSICA SG-8-1,4762411,E03N000840 A09S359800,,,2,"R$ 66,56"
2020,setembro,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461 B09X000872 B12B900203 D09X000872,,,69,"R$ 1814,14"
2020,setembro,BSAN UNB LD BSAN,7204647,A14B946881,,,27,"R$ 621,40"
2020,setembro,CAEP/IP UNB A s/n C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,,,0,"R$ 42,00"
2020,setembro,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319 B12B90063,,,495,"R$ 7284,29"
2020,setembro,CASA DE ESTUDANTE – PLANALTINA VNSF CJ C2 LT17,690953,A09X219511,,,0,"R$ 0,00"
2020,setembro,Centro de Convivencia Darcy Ribeiro UNB AE CENTRO de CONVIVENCIA DARCY RIBEIRO,7911297,Y15S761021,,,62,"R$ 1604,56"
2020,setembro,Centro de Convivencia Darcy Ribeiro UNB AE CENTRO de CONVIVENCIA DARCY RIBEIRO,7923252,Y17N380280,,,1,"R$ 27,14"
2020,setembro,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 48,198171,A03N543148,,,0,"R$ 0,00"
2020,setembro,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 52,198196,A05S051260,,,0,"R$ 0,00"
2020,setembro,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 54,198201,A06S772595,,,0,"R$ 0,00"
2020,setembro,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 58,198218,A03N647689,,,0,"R$ 0,00"
2020,setembro,Editora da UnB SCLN 406 BL A SS 46,7192631,Y13K005652,,,3,"R$ 78,84"
2020,setembro,ENG. FL,8159831,Y18N012100,,,212,"R$ 6095,56"
2020,setembro,FACULD. DE DIREITO CIÊNC. POL DIR. 1,4788095,E03N001214 A09S359273,,,146,"R$ 4119,52"
2020,setembro,FACULDADE DE EDUCAÇÃO UNB FE 5 LIG 1,4758421,E06N001348 B11S003924,,,0,"R$ 42,00"
2020,setembro,FACULDADE DE TECNOLOGIA FTD LIG 1,4758511,H78T000015 G08SV00647 B14B912820,,,581,"R$ 17143,42"
2020,setembro,FUB -SCEN TR ESTAÇÃO  EXP. BIOLOGIA,85421,E03N000897 E08S006489,,,483,"R$ 14209,30"
2020,setembro,FUB. BRASÍLIA CNN 01 BL E SALAS CEILÂNDIA,2096005,A04N457307,,,8,"R$ 157,16"
2020,setembro,FUB-BRASÍLIA VNSF CJ B2 AREA UNIV. 1 UNI. PLANALTINA,3736563,C01N000109 A08F448479,,,33,"R$ 771,16"
2020,setembro,Fundação Universidade de BRASÍLIA ao lado do CEFTRU,5778981,Y08B986351,,,80,"R$ 2143,48"
2020,setembro,Fundação Universidade de BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,,,31,"R$ 721,24"
2020,setembro,GARAGEM  DA UNB,4859677,C01N000495 A09S359585,,,24,"R$ 546,52"
2020,setembro,GRAFICA PAPELARIA LTDA SIGA Q 06 LT 1440 GAMA,562211,A7X055167,,,0,"R$ 0,00"
2020,setembro,Hospital Veterinário G. Torto,13698-1,RV1WJB390106,,,108,"R$ 1490,90"
2020,setembro,INST. DE QUÍMICA UNB,4973534,C06N002634 D11X000428,,,110,"R$ 3041,68"
2020,setembro,Instituto de Arte IDA SCLN 406 BL A LJ 32,198137,A05S117901,,,0,"R$ 0,00"
2020,setembro,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,,,461,"R$ 13550,62"
2020,setembro,LAB FAC TEC,7991053,Y1BN047510,,,30,"R$ 696,28"
2020,setembro,OFICINA MAQUETE P INSTITUTO DE  ARTE UNB,4803388,A06A04134 A09S359100,,,0,"R$ 42,00"
2020,setembro,PAVILHÃO MULTIUSO UNB MULTIUSO 01,4790103,D11X000394,,,572,"R$ 16873,96"
2020,setembro,Prédio do CPD,6190588,Y11X037170,,,56,"R$ 1424,92"
2020,setembro,PREFEITURA DA UNB LIGAÇÃO 02,4803426,E03N000289 D09X000876,,,553,"R$ 16305,10"
2020,setembro,SANEAGO UNB CERRADO,7002971,Y11F518077,,,1,"R$ 17,89"
2020,setembro,TERMOBIOLOGIA - UNB,4973501,A03N643055,,,27,"R$ 621,40"
2020,setembro,ULEG/FS,7737882,Y18N012100,,,11,"R$ 222,04"
2020,setembro,UNB  ARQUITETURA DANÇA SG 10-1 CEPLAN,4762401,E03N000308 A09S360349,,,26,"R$ 596,44"
2020,setembro,UNB – CDT,4973542,C06N002635 A11C051686,,,88,"R$ 2383,00"
2020,setembro,UNB – CIC,6708481,A09X278361,,,164,"R$ 4658,44"
2020,setembro,UNB – EST,6712967,A09X273736,,,36,"R$ 846,04"
2020,setembro,UNB - PAVILHÃO JOÃO CALMON 01,4788117,E04N000180 D09X000880,,,29,"R$ 671,32"
2020,setembro,UNB - REITORIA LIGAÇÃO 01,4803477,E03N001158 D09X000877,,,320,"R$ 9329,08"
2020,setembro,UnB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966 A08S428500,,,39,"R$ 920,92"
2020,setembro,UNB CASA DO ESTUDANTE – CEU BLOCO A,4813261,E08S007125,,,287,"R$ 2436,26"
2020,setembro,UNB CASA DO ESTUDANTE – CEU BLOCO B LIG 4,4813278,D10S000853,,,0,"R$ 42,00"
2020,setembro,UNB CECEL COMP DE EDUCAÇÃO CULT E LAZER UNB SLE LT 01 PROJ A FGA GAMA,6548393,B10S029685,,,1712,"R$ 25502,78"
2020,setembro,UnB Ceilândia (ESCOLA) QNN 26,6530923,D11X000476 G11CA00013,,,810,"R$ 23999,68"
2020,setembro,UNB CENT DE EXCELENCIA EM TURISMO LIG 01,4790197,A14B950550,,,479,"R$ 14089,54"
2020,setembro,UnB CENTRO COMUNITÁRIO CCAB - 01,4789954,C03N000425 A09S359912,,,103,"R$ 2832,10"
2020,setembro,UNB CENTRO DE CONVIVÊNCIA NEGRA,4803396,A06A040132,,,10,"R$ 197,08"
2020,setembro,UNB CENTRO FORMAÇÃO REC.,4788061,E04N000017 A09S359215,,,105,"R$ 2891,98"
2020,setembro,UnB CENTRO OLÍMPICO LIG - 1,4813243,E03N000826 D10X001502,,,113,"R$ 3131,50"
2020,setembro,UNB COMPLEXO DAS ARTES,4790022,E02N000825 B08S032460,,,153,"R$ 4329,10"
2020,setembro,UNB CRAD PROX GEOCRONOLO,5646405,Y08B988039,,,0,"R$ 42,00"
2020,setembro,UNB DEPARTAMENTO DE MÚSICA SG-2 HID.01,4762436,E04N000167,,,2,"R$ 66,56"
2020,setembro,UNB DEPARTAMENTO DE MÚSICA SG-4   1,4789962,E03N000296,,,15,"R$ 321,88"
2020,setembro,UNB ENGENHARIA ELETRICA SG 11 LIG 2,4758447,"E02N000752, A11C051891, A125419710",,,11,"R$ 222,04"
2020,setembro,UNB ENTR FACUL MED/BIO (BSA SUL),6366988,E11S001243,,,71,"R$ 1874,02"
2020,setembro,UnB FACE,6682481,A11C050322,,,0,"R$ 42,00"
2020,setembro,UNB FACULDADE DE EDUCAÇÃO FE 1 LIG 2,4758382,E78T000568 B10S012067,,,66,"R$ 1724,32"
2020,setembro,UNB FACULDADE DE EDUCAÇÃO FE 3 LIG 2,4758404,E78T000003 B10S011900,,,13,"R$ 271,96"
2020,setembro,UnB FACULDADE DE EDUCAÇÃO FÍSICA,4813383,E03N000850 B08S032470,,,988,"R$ 29329,00"
2020,setembro,UNB FACULDADE DE MEDICINA CIÊNCIAS  SAÚDE,4789873,B08SO32431 E11S001514,,,521,"R$ 15347,02"
2020,setembro,UNB GEOGRONOLOGIA,4973518,A03N236107 A09S360232,,,13,"R$ 271,96"
2020,setembro,UNB INST DE CIENCIAS SOCIAIS,6699502,A10X058681 trocado por A11S174974,,,192,"R$ 5496,76"
2020,setembro,UNB INST.CENTRAL DE CIÊNCIAS ICC-I,85278,H90T000007 J06XV00087,,,8321,"R$ 248879,02"
2020,setembro,UNB INSTITUTO DE ARTES 1,4789989,E04000153 B08S032469,,,73,"R$ 1933,90"
2020,setembro,UNB LAB. ANEXO FARMA,4973526,AO3N647497 A08F447322,,,16,"R$ 346,84"
2020,setembro,UNB LAB. ENG. CIVIL SG 12 - 1,4762381,E03N001175 B08S032461,,,53,"R$ 1335,10"
2020,setembro,UNB LAB. ENG. MECÂNICA SG 9 LIG 2,4758463,E81L000311 B10S011813,,,65,"R$ 1694,38"
2020,setembro,UNB MULTIUSO II LIGAÇÃO 01,4790171,E04N000191 B10S011760,,,0,"R$ 42,00"
2020,setembro,UNB NUCLEO DE MEDICINA TROPICAL 01,4790219,E04N000065 A09S360348,,,125,"R$ 3490,78"
2020,setembro,UNB OCA 01 PIJ OCA 01,4790154,A03N001198 A11C051683,,,50,"R$ 1245,28"
2020,setembro,UNB PANCP HOSP VETERINÁRIO BIOT.  01,4767861,E02N001959 D09X000879,,,376,"R$ 11005,72"
2020,setembro,UNB PAVILHÃO ANÍSIO TEIXEIRA,4789881,E03N001240 D10S000742,,,121,"R$ 3371,02"
2020,setembro,UNB POSTO DA PM - PMDF,4803434,A06A040136 A07F654416,,,68,"R$ 1784,20"
2020,setembro,UNB- SGP,4803451,A06A040130,,,30,"R$ 696,28"
2020,setembro,UNB SISMOLÓGICO 02 SIS LIGAÇÃO 2,4758481,E81L000157 B11S003913,,,1,"R$ 54,28"
2020,setembro,UNB T 6111 AUDITÓRIO DE MÚSICA SG-8-1,4762411,E03N000840 A09S359800,,,2,"R$ 66,56"
2020,outubro,BIBLIOTECA CENTRA-BCE LIGAÇÃO 02,4803493,E03N001461 B09X000872 B12B900203 D09X000872,,,78,"R$ 2083,60"
2020,outubro,BSAN UNB LD BSAN,7204647,A14B946881,,,42,"R$ 1005,76"
2020,outubro,CAEP/IP UNB A s/n C.UNIV. DARCY RIBEIRO – AO LADO DA FIOCRUZ,6946771,Y12K058408,,,3,"R$ 78,84"
2020,outubro,CAMPUS PLANALTINA VNSF CJ B2 AREA UNIV 2 UNB,5771871,F03N000319 B12B90063,,,495,"R$ 7284,29"
2020,outubro,CASA DE ESTUDANTE – PLANALTINA VNSF CJ C2 LT17,690953,A09X219511,,,0,"R$ 0,00"
2020,outubro,Centro de Convivencia Darcy Ribeiro UNB AE CENTRO de CONVIVENCIA DARCY RIBEIRO,7911297,Y15S761021,,,21,"R$ 471,64"
2020,outubro,Centro de Convivencia Darcy Ribeiro UNB AE CENTRO de CONVIVENCIA DARCY RIBEIRO,7923252,Y17N380280,,,11,"R$ 111,02"
2020,outubro,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 48,198171,A03N543148,,,0,"R$ 0,00"
2020,outubro,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 52,198196,A05S051260,,,0,"R$ 0,00"
2020,outubro,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 54,198201,A06S772595,,,0,"R$ 0,00"
2020,outubro,Centro de Pesquisa e Aplicação de Bambu e Fibra SCLN 406 BL A LJ 58,198218,A03N647689,,,0,"R$ 0,00"
2020,outubro,Editora da UnB SCLN 406 BL A SS 46,7192631,Y13K005652,,,3,"R$ 78,84"
2020,outubro,ENG. FL,8159831,Y18N012100,,,73,"R$ 1933,90"
2020,outubro,FACULD. DE DIREITO CIÊNC. POL DIR. 1,4788095,E03N001214 A09S359273,,,234,"R$ 6754,24"
2020,outubro,FACULDADE DE EDUCAÇÃO UNB FE 5 LIG 1,4758421,E06N001348 B11S003924,,,0,"R$ 42,00"
2020,outubro,FACULDADE DE TECNOLOGIA FTD LIG 1,4758511,H78T000015 G08SV00647 B14B912820,,,581,"R$ 17143,42"
2020,outubro,FUB -SCEN TR ESTAÇÃO  EXP. BIOLOGIA,85421,E03N000897 E08S006489,,,530,"R$ 15616,48"
2020,outubro,FUB. BRASÍLIA CNN 01 BL E SALAS CEILÂNDIA,2096005,A04N457307,,,8,"R$ 157,16"
2020,outubro,FUB-BRASÍLIA VNSF CJ B2 AREA UNIV. 1 UNI. PLANALTINA,3736563,C01N000109 A08F448479,,,57,"R$ 1454,86"
2020,outubro,Fundação Universidade de BRASÍLIA ao lado do CEFTRU,5778981,Y08B986351,,,95,"R$ 2592,58"
2020,outubro,Fundação Universidade de BRASÍLIA UNB BL CENTRO DE CONV MU,6699359,A10X058627,,,28,"R$ 646,36"
2020,outubro,GARAGEM  DA UNB,4859677,C01N000495 A09S359585,,,21,"R$ 471,64"
2020,outubro,GRAFICA PAPELARIA LTDA SIGA Q 06 LT 1440 GAMA,562211,A7X055167,,,0,"R$ 0,00"
2020,outubro,Hospital Veterinário G. Torto,13698-1,RV1WJB390106,,,121,"R$ 1685,51"
2020,outubro,INST. DE QUÍMICA UNB,4973534,C06N002634 D11X000428,,,78,"R$ 2083,60"
2020,outubro,Instituto de Arte IDA SCLN 406 BL A LJ 32,198137,A05S117901,,,0,"R$ 0,00"
2020,outubro,INSTITUTO DE CIÊNCIAS BIOLÓGICAS,5048923,F07N000395,,,296,"R$ 8610,52"
2020,outubro,LAB FAC TEC,7991053,Y1BN047510,,,30,"R$ 696,28"
2020,outubro,OFICINA MAQUETE P INSTITUTO DE  ARTE UNB,4803388,A06A04134 A09S359100,,,0,"R$ 42,00"
2020,outubro,PAVILHÃO MULTIUSO UNB MULTIUSO 01,4790103,D11X000394,,,561,"R$ 16544,62"
2020,outubro,Prédio do CPD,6190588,Y11X037170,,,14,"R$ 296,92"
2020,outubro,PREFEITURA DA UNB LIGAÇÃO 02,4803426,E03N000289 D09X000876,,,621,"R$ 18341,02"
2020,outubro,SANEAGO UNB CERRADO,7002971,Y11F518077,,,1,"R$ 17,89"
2020,outubro,TERMOBIOLOGIA - UNB,4973501,A03N643055,,,37,"R$ 871,00"
2020,outubro,ULEG/FS,7737882,Y18N012100,,,11,"R$ 222,04"
2020,outubro,UNB  ARQUITETURA DANÇA SG 10-1 CEPLAN,4762401,E03N000308 A09S360349,,,77,"R$ 2053,66"
2020,outubro,UNB – CDT,4973542,C06N002635 A11C051686,,,22,"R$ 496,60"
2020,outubro,UNB – CIC,6708481,A09X278361,,,46,"R$ 1125,52"
2020,outubro,UNB – EST,6712967,A09X273736,,,50,"R$ 1245,28"
2020,outubro,UNB - PAVILHÃO JOÃO CALMON 01,4788117,E04N000180 D09X000880,,,49,"R$ 1215,34"
2020,outubro,UNB - REITORIA LIGAÇÃO 01,4803477,E03N001158 D09X000877,,,995,"R$ 29538,58"
2020,outubro,UnB ALMOXARIFADO CENTRAL LIG. 01,4789946,C03N000966 A08S428500,,,37,"R$ 871,00"
2020,outubro,UNB CASA DO ESTUDANTE – CEU BLOCO A,4813261,E08S007125,,,315,"R$ 2603,70"
2020,outubro,UNB CASA DO ESTUDANTE – CEU BLOCO B LIG 4,4813278,D10S000853,,,0,"R$ 42,00"
2020,outubro,UNB CECEL COMP DE EDUCAÇÃO CULT E LAZER UNB SLE LT 01 PROJ A FGA GAMA,6548393,B10S029685,,,1461,"R$ 21745,31"
2020,outubro,UnB Ceilândia (ESCOLA) QNN 26,6530923,D11X000476 G11CA00013,,,810,"R$ 23999,68"
2020,outubro,UNB CENT DE EXCELENCIA EM TURISMO LIG 01,4790197,A14B950550,,,625,"R$ 18460,78"
2020,outubro,UnB CENTRO COMUNITÁRIO CCAB - 01,4789954,C03N000425 A09S359912,,,114,"R$ 3161,44"
2020,outubro,UNB CENTRO DE CONVIVÊNCIA NEGRA,4803396,A06A040132,,,10,"R$ 197,08"
2020,outubro,UNB CENTRO FORMAÇÃO REC.,4788061,E04N000017 A09S359215,,,66,"R$ 1724,32"
2020,outubro,UnB CENTRO OLÍMPICO LIG - 1,4813243,E03N000826 D10X001502,,,129,"R$ 3610,54"
2020,outubro,UNB COMPLEXO DAS ARTES,4790022,E02N000825 B08S032460,,,153,"R$ 4329,10"
2020,outubro,UNB CRAD PROX GEOCRONOLO,5646405,Y08B988039,,,8,"R$ 157,16"
2020,outubro,UNB DEPARTAMENTO DE MÚSICA SG-2 HID.01,4762436,E04N000167,,,4,"R$ 91,12"
2020,outubro,UNB DEPARTAMENTO DE MÚSICA SG-4   1,4789962,E03N000296,,,22,"R$ 496,60"
2020,outubro,UNB ENGENHARIA ELETRICA SG 11 LIG 2,4758447,"E02N000752, A11C051891, A125419710",,,10,"R$ 197,08"
2020,outubro,UNB ENTR FACUL MED/BIO (BSA SUL),6366988,E11S001243,,,32,"R$ 746,20"
2020,outubro,UnB FACE,6682481,A11C050322,,,105,"R$ 2891,98"
2020,outubro,UNB FACULDADE DE EDUCAÇÃO FE 1 LIG 2,4758382,E78T000568 B10S012067,,,93,"R$ 2532,70"
2020,outubro,UNB FACULDADE DE EDUCAÇÃO FE 3 LIG 2,4758404,E78T000003 B10S011900,,,7,"R$ 137,20"
2020,outubro,UnB FACULDADE DE EDUCAÇÃO FÍSICA,4813383,E03N000850 B08S032470,,,955,"R$ 28340,98"
2020,outubro,UNB FACULDADE DE MEDICINA CIÊNCIAS  SAÚDE,4789873,B08SO32431 E11S001514,,,0,"R$ 42,00"
2020,outubro,UNB GEOGRONOLOGIA,4973518,A03N236107 A09S360232,,,22,"R$ 496,60"
2020,outubro,UNB INST DE CIENCIAS SOCIAIS,6699502,A10X058681 trocado por A11S174974,,,155,"R$ 4388,98"
2020,outubro,UNB INST.CENTRAL DE CIÊNCIAS ICC-I,85278,H90T000007 J06XV00087,,,8583,"R$ 256723,30"
2020,outubro,UNB INSTITUTO DE ARTES 1,4789989,E04000153 B08S032469,,,70,"R$ 1844,08"
2020,outubro,UNB LAB. ANEXO FARMA,4973526,AO3N647497 A08F447322,,,19,"R$ 421,72"
2020,outubro,UNB LAB. ENG. CIVIL SG 12 - 1,4762381,E03N001175 B08S032461,,,45,"R$ 1095,58"
2020,outubro,UNB LAB. ENG. MECÂNICA SG 9 LIG 2,4758463,E81L000311 B10S011813,,,45,"R$ 1095,58"
2020,outubro,UNB MULTIUSO II LIGAÇÃO 01,4790171,E04N000191 B10S011760,,,144,"R$ 4059,64"
2020,outubro,UNB NUCLEO DE MEDICINA TROPICAL 01,4790219,E04N000065 A09S360348,,,177,"R$ 5047,66"
2020,outubro,UNB OCA 01 PIJ OCA 01,4790154,A03N001198 A11C051683,,,58,"R$ 1484,80"
2020,outubro,UNB PANCP HOSP VETERINÁRIO BIOT.  01,4767861,E02N001959 D09X000879,,,226,"R$ 6514,72"
2020,outubro,UNB PAVILHÃO ANÍSIO TEIXEIRA,4789881,E03N001240 D10S000742,,,145,"R$ 4089,58"
2020,outubro,UNB POSTO DA PM - PMDF,4803434,A06A040136 A07F654416,,,64,"R$ 1664,44"
